,Sales Representative,Location,Customer,Product,Order Date,Quantity, Unit Price , Total Sale Amount 
,Hari,Banglore,Gerald Mcdonald,Cosmetic,20-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Banglore,Angela Fowler,Gadgets,20-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Chennai,Martha Mills,Cosmetic,20-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Adam Russell,Essential,20-Jan-16,3, ₹ 16.32 , ₹ 48.96 
,Yuvan,Chennai,Judith Gray,Gadgets,20-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Chennai,Anthony Ruiz,Gadgets,20-Jan-16,7, ₹ 53.35 , ₹ 373.45 
,Yuvan,Kolkata,Frances Campbell,Gadgets,20-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Kishore,Banglore,Craig Thomas,Electronics,21-Jan-16,9, ₹ 17.83 , ₹ 160.47 
,Yuvan,Kolkata,Joe Ryan,Essential,21-Jan-16,2, ₹ 16.32 , ₹ 32.64 
,Yuvan,Chennai,Chris George,Gadgets,21-Jan-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Kolkata,Craig Mcdonald,Cosmetic,21-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Delhi,Alice Davis,Gadgets,21-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Kishore,Banglore,Michelle Sanchez,Gadgets,21-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Kolkata,Kenneth Lane,Essential,21-Jan-16,7, ₹ 16.32 , ₹ 114.24 
,Gowtham,Delhi,Carolyn Scott,Cosmetic,21-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Banglore,Jason Jackson,Electronics,21-Jan-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Beverly Garcia,Cosmetic,21-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Abi,Mumbai,Alan Dean,Cosmetic,21-Jan-16,5, ₹ 12.42 , ₹ 62.10 
,Abi,Mumbai,Cheryl Henderson,Cosmetic,21-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Randy Willis,Cosmetic,21-Jan-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Banglore,Doris Diaz,Gadgets,21-Jan-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Kolkata,Wayne Rivera,Cosmetic,21-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Delhi,Kathryn Fox,Essential,21-Jan-16,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Chennai,Russell Day,Gadgets,21-Jan-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Chennai,Joshua Washington,Cosmetic,21-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Kimberly Morris,Gadgets,22-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Kishore,Banglore,Philip Dean,Gadgets,22-Jan-16,4, ₹ 53.35 , ₹ 213.40 
,Hari,Banglore,Joan Robinson,Essential,22-Jan-16,3, ₹ 16.32 , ₹ 48.96 
,Abi,Kolkata,Janet Freeman,Gadgets,22-Jan-16,1, ₹ 53.35 , ₹ 53.35 
,Yuvan,Kolkata,Nancy Stephens,Cosmetic,22-Jan-16,2, ₹ 12.42 , ₹ 24.84 
,Kishore,Banglore,Nicholas Nguyen,Cosmetic,22-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Kishore,Banglore,Angela Fowler,Gadgets,22-Jan-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Chennai,David Allen,Gadgets,22-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Abi,Chennai,Anthony Ruiz,Electronics,22-Jan-16,7, ₹ 17.83 , ₹ 124.81 
,Yuvan,Delhi,Christopher Pierce,Cosmetic,22-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Kolkata,Kimberly Morris,Electronics,22-Jan-16,2, ₹ 17.83 , ₹ 35.66 
,Yuvan,Kolkata,Raymond Collins,Gadgets,22-Jan-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Banglore,Samuel Daniels,Gadgets,23-Jan-16,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Kolkata,Brenda Cruz,Gadgets,23-Jan-16,6, ₹ 53.35 , ₹ 320.10 
,Hari,Gurgon,Sharon Rice,Gadgets,23-Jan-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Gurgon,Janet Stewart,Essential,23-Jan-16,5, ₹ 16.32 , ₹ 81.60 
,Hari,Banglore,Howard Nelson,Gadgets,23-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Kolkata,Raymond Collins,Cosmetic,23-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Hari,Banglore,George Hill,Cosmetic,23-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Linda Rose,Gadgets,23-Jan-16,3, ₹ 53.35 , ₹ 160.05 
,Abi,Delhi,Nancy Meyer,Gadgets,23-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Kishore,Gurgon,Joyce Garcia,Cosmetic,23-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Kolkata,Albert Miller,Essential,24-Jan-16,10, ₹ 16.32 , ₹ 163.20 
,Abi,Kolkata,Lori Collins,Electronics,24-Jan-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Mildred Hernandez,Cosmetic,24-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Hari,Banglore,Gary Weaver,Cosmetic,24-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Gurgon,Gary Moreno,Essential,24-Jan-16,7, ₹ 16.32 , ₹ 114.24 
,Gowtham,Mumbai,Lois Baker,Cosmetic,24-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Abi,Kolkata,Cynthia Ray,Cosmetic,24-Jan-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Banglore,Jason Jackson,Essential,24-Jan-16,9, ₹ 16.32 , ₹ 146.88 
,Abi,Kolkata,Judith Woods,Cosmetic,24-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Delhi,Randy West,Cosmetic,24-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Delhi,Carolyn Vasquez,Essential,24-Jan-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Kolkata,Linda Rose,Cosmetic,24-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Hari,Banglore,Rebecca Ryan,Electronics,24-Jan-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Mildred Hernandez,Electronics,24-Jan-16,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Gurgon,Joyce Garcia,Cosmetic,24-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Delhi,Sandra Weaver,Cosmetic,24-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Hari,Banglore,Nicholas Schmidt,Electronics,24-Jan-16,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Kolkata,Todd Holmes,Electronics,24-Jan-16,2, ₹ 17.83 , ₹ 35.66 
,Kishore,Banglore,Cheryl Morris,Cosmetic,24-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Banglore,Joseph Willis,Cosmetic,24-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Delhi,Andrea King,Essential,24-Jan-16,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Kolkata,Christina Little,Cosmetic,25-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Lisa Thomas,Gadgets,25-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Gowtham,Delhi,Matthew Smith,Cosmetic,25-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Abi,Delhi,Jacqueline Hart,Electronics,25-Jan-16,9, ₹ 17.83 , ₹ 160.47 
,Hari,Gurgon,Martha Harper,Cosmetic,25-Jan-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Chennai,Judith Gray,Cosmetic,25-Jan-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Chennai,Arthur Simmons,Gadgets,25-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Chennai,James Wheeler,Gadgets,25-Jan-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Kolkata,Frances Campbell,Electronics,25-Jan-16,3, ₹ 17.83 , ₹ 53.49 
,Gowtham,Chennai,Maria Hughes,Cosmetic,25-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Harold Daniels,Cosmetic,25-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Hari,Gurgon,Marilyn Graham,Gadgets,26-Jan-16,6, ₹ 53.35 , ₹ 320.10 
,Hari,Gurgon,Rose Matthews,Cosmetic,26-Jan-16,2, ₹ 12.42 , ₹ 24.84 
,Hari,Banglore,Jason Berry,Electronics,26-Jan-16,10, ₹ 17.83 , ₹ 178.30 
,Gowtham,Delhi,Christopher Pierce,Electronics,26-Jan-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Kolkata,Joseph Ryan,Cosmetic,26-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Cheryl Howard,Gadgets,26-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Hari,Banglore,Jimmy Warren,Gadgets,26-Jan-16,2, ₹ 53.35 , ₹ 106.70 
,Yuvan,Chennai,Donna Bryant,Electronics,26-Jan-16,9, ₹ 17.83 , ₹ 160.47 
,Kishore,Banglore,Beverly Garcia,Gadgets,26-Jan-16,8, ₹ 53.35 , ₹ 426.80 
,Yuvan,Chennai,Peter Brown,Electronics,26-Jan-16,6, ₹ 17.83 , ₹ 106.98 
,Yuvan,Chennai,Eric Ellis,Gadgets,26-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Yuvan,Kolkata,Kenneth Lane,Cosmetic,26-Jan-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Mumbai,Cheryl Henderson,Cosmetic,26-Jan-16,1, ₹ 12.42 , ₹ 12.42 
,Hari,Gurgon,Roger Bell,Electronics,26-Jan-16,6, ₹ 17.83 , ₹ 106.98 
,Kishore,Banglore,Joshua Baker,Cosmetic,26-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Delhi,Carl Howard,Cosmetic,27-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Hari,Gurgon,Teresa Fisher,Electronics,27-Jan-16,5, ₹ 17.83 , ₹ 89.15 
,Abi,Chennai,Brian Ryan,Essential,27-Jan-16,8, ₹ 16.32 , ₹ 130.56 
,Gowtham,Delhi,Louise Green,Cosmetic,27-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Kishore,Banglore,Craig Hicks,Cosmetic,27-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Chennai,Kimberly Coleman,Cosmetic,27-Jan-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Cheryl Riley,Cosmetic,27-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Gowtham,Delhi,Harold Rodriguez,Cosmetic,27-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Phyllis Johnston,Cosmetic,27-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Ralph Gomez,Electronics,27-Jan-16,3, ₹ 17.83 , ₹ 53.49 
,Yuvan,Kolkata,Nancy Scott,Essential,27-Jan-16,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Banglore,Frances Parker,Cosmetic,27-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Delhi,Andrea King,Electronics,28-Jan-16,10, ₹ 17.83 , ₹ 178.30 
,Yuvan,Chennai,Anthony Ruiz,Cosmetic,28-Jan-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Chennai,Kelly Daniels,Essential,28-Jan-16,1, ₹ 16.32 , ₹ 16.32 
,Yuvan,Chennai,Benjamin Spencer,Essential,28-Jan-16,10, ₹ 16.32 , ₹ 163.20 
,Yuvan,Delhi,Eric Robertson,Cosmetic,28-Jan-16,5, ₹ 12.42 , ₹ 62.10 
,Kishore,Banglore,Norma West,Cosmetic,28-Jan-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Gurgon,Joyce Garcia,Cosmetic,28-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Gowtham,Delhi,Sean Carr,Cosmetic,28-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Chennai,Ashley Adams,Gadgets,28-Jan-16,1, ₹ 53.35 , ₹ 53.35 
,Gowtham,Mumbai,Ryan Arnold,Essential,28-Jan-16,7, ₹ 16.32 , ₹ 114.24 
,Yuvan,Kolkata,Cynthia Ray,Electronics,28-Jan-16,7, ₹ 17.83 , ₹ 124.81 
,Hari,Banglore,Kimberly Bennett,Electronics,28-Jan-16,9, ₹ 17.83 , ₹ 160.47 
,Kishore,Banglore,Gary Cook,Gadgets,28-Jan-16,3, ₹ 53.35 , ₹ 160.05 
,Gowtham,Delhi,Wanda Cole,Cosmetic,29-Jan-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Chennai,Emily Duncan,Cosmetic,29-Jan-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,Thomas Robinson,Cosmetic,29-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Kolkata,Cynthia Brooks,Cosmetic,29-Jan-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Delhi,Virginia Foster,Cosmetic,29-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Robert Collins,Cosmetic,29-Jan-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Kolkata,Ashley Spencer,Essential,29-Jan-16,3, ₹ 16.32 , ₹ 48.96 
,Kishore,Banglore,Tammy Clark,Essential,29-Jan-16,3, ₹ 16.32 , ₹ 48.96 
,Abi,Kolkata,Emily Patterson,Cosmetic,29-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Yuvan,Kolkata,Wayne Rivera,Gadgets,29-Jan-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Chennai,Cynthia Lewis,Electronics,29-Jan-16,2, ₹ 17.83 , ₹ 35.66 
,Gowtham,Delhi,Alice Kelly,Cosmetic,29-Jan-16,1, ₹ 12.42 , ₹ 12.42 
,Hari,Banglore,Susan Gomez,Electronics,29-Jan-16,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Banglore,Jacqueline Little,Electronics,29-Jan-16,5, ₹ 17.83 , ₹ 89.15 
,Abi,Kolkata,Peter Gilbert,Cosmetic,29-Jan-16,1, ₹ 12.42 , ₹ 12.42 
,Yuvan,Delhi,Joshua Diaz,Electronics,30-Jan-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Banglore,Gary Cook,Essential,30-Jan-16,5, ₹ 16.32 , ₹ 81.60 
,Yuvan,Kolkata,Christina Oliver,Electronics,30-Jan-16,2, ₹ 17.83 , ₹ 35.66 
,Gowtham,Chennai,Kelly Daniels,Cosmetic,30-Jan-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Kolkata,Carlos Greene,Electronics,30-Jan-16,7, ₹ 17.83 , ₹ 124.81 
,Kishore,Banglore,Gary Cook,Essential,30-Jan-16,9, ₹ 16.32 , ₹ 146.88 
,Kishore,Banglore,Mildred Moore,Essential,30-Jan-16,4, ₹ 16.32 , ₹ 65.28 
,Yuvan,Chennai,Frank Spencer,Cosmetic,30-Jan-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Banglore,Stephen Martinez,Cosmetic,31-Jan-16,7, ₹ 12.42 , ₹ 86.94 
,Kishore,Gurgon,Rachel Harris,Cosmetic,31-Jan-16,3, ₹ 12.42 , ₹ 37.26 
,Abi,Chennai,Albert Dunn,Gadgets,31-Jan-16,8, ₹ 53.35 , ₹ 426.80 
,Gowtham,Kolkata,Raymond Collins,Essential,31-Jan-16,10, ₹ 16.32 , ₹ 163.20 
,Gowtham,Kolkata,Janet Freeman,Gadgets,31-Jan-16,10, ₹ 53.35 , ₹ 533.50 
,Abi,Kolkata,Kimberly Little,Essential,31-Jan-16,5, ₹ 16.32 , ₹ 81.60 
,Kishore,Gurgon,Rose Moreno,Essential,1-Feb-16,9, ₹ 16.32 , ₹ 146.88 
,Gowtham,Delhi,Steven Miller,Electronics,1-Feb-16,2, ₹ 17.83 , ₹ 35.66 
,Kishore,Gurgon,Kelly Gomez,Electronics,1-Feb-16,3, ₹ 17.83 , ₹ 53.49 
,Kishore,Gurgon,Janet Stewart,Cosmetic,1-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Hari,Banglore,Anthony White,Gadgets,1-Feb-16,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Kolkata,Joshua Campbell,Cosmetic,1-Feb-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Delhi,Eric Robertson,Essential,1-Feb-16,8, ₹ 16.32 , ₹ 130.56 
,Hari,Gurgon,Kenneth West,Cosmetic,1-Feb-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Delhi,Jacqueline Hart,Electronics,1-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Banglore,Jerry Collins,Essential,1-Feb-16,4, ₹ 16.32 , ₹ 65.28 
,Gowtham,Mumbai,Irene Franklin,Gadgets,2-Feb-16,3, ₹ 53.35 , ₹ 160.05 
,Kishore,Banglore,Craig Thomas,Cosmetic,2-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Chennai,Laura Wells,Essential,2-Feb-16,10, ₹ 16.32 , ₹ 163.20 
,Gowtham,Delhi,Dennis Reed,Cosmetic,2-Feb-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Kolkata,Richard Walker,Gadgets,2-Feb-16,10, ₹ 53.35 , ₹ 533.50 
,Gowtham,Kolkata,Jessica Lewis,Gadgets,2-Feb-16,7, ₹ 53.35 , ₹ 373.45 
,Abi,Chennai,Chris George,Electronics,2-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Gowtham,Kolkata,Mark Rogers,Cosmetic,2-Feb-16,1, ₹ 12.42 , ₹ 12.42 
,Gowtham,Delhi,Robin Matthews,Cosmetic,2-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Gowtham,Delhi,Frank Murphy,Electronics,2-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Gurgon,Lillian Howard,Essential,2-Feb-16,6, ₹ 16.32 , ₹ 97.92 
,Abi,Delhi,Ernest Kelley,Cosmetic,3-Feb-16,5, ₹ 12.42 , ₹ 62.10 
,Yuvan,Delhi,Roy Franklin,Gadgets,3-Feb-16,7, ₹ 53.35 , ₹ 373.45 
,Gowtham,Chennai,Anthony Ruiz,Electronics,3-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Hari,Banglore,Christine Wallace,Essential,3-Feb-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Delhi,Jennifer White,Cosmetic,3-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Kolkata,Albert Miller,Cosmetic,3-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Hari,Banglore,Andrea Lawrence,Electronics,3-Feb-16,9, ₹ 17.83 , ₹ 160.47 
,Gowtham,Chennai,Russell Day,Essential,3-Feb-16,9, ₹ 16.32 , ₹ 146.88 
,Kishore,Gurgon,Edward Taylor,Cosmetic,3-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Gurgon,Kathy Lee,Essential,3-Feb-16,6, ₹ 16.32 , ₹ 97.92 
,Kishore,Banglore,Joseph Willis,Cosmetic,3-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Banglore,Robin Murphy,Cosmetic,3-Feb-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Chennai,Maria Hughes,Electronics,3-Feb-16,4, ₹ 17.83 , ₹ 71.32 
,Abi,Kolkata,Linda Rose,Electronics,3-Feb-16,4, ₹ 17.83 , ₹ 71.32 
,Yuvan,Mumbai,Maria Long,Cosmetic,4-Feb-16,4, ₹ 12.42 , ₹ 49.68 
,Kishore,Gurgon,Phillip Harrison,Essential,4-Feb-16,5, ₹ 16.32 , ₹ 81.60 
,Abi,Kolkata,Roy Young,Gadgets,4-Feb-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Gurgon,Wanda Allen,Essential,4-Feb-16,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Banglore,Shirley Chavez,Cosmetic,4-Feb-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Banglore,Margaret James,Electronics,4-Feb-16,8, ₹ 17.83 , ₹ 142.64 
,Gowtham,Mumbai,Debra Gutierrez,Essential,4-Feb-16,1, ₹ 16.32 , ₹ 16.32 
,Yuvan,Delhi,Wanda Cole,Gadgets,4-Feb-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Mumbai,Alan Dean,Electronics,4-Feb-16,7, ₹ 17.83 , ₹ 124.81 
,Gowtham,Delhi,Harold Schmidt,Cosmetic,4-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Hari,Gurgon,Kathy Lee,Essential,4-Feb-16,1, ₹ 16.32 , ₹ 16.32 
,Kishore,Banglore,Ann Hall,Cosmetic,4-Feb-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Chennai,Debra Barnes,Electronics,4-Feb-16,9, ₹ 17.83 , ₹ 160.47 
,Yuvan,Delhi,Andrew Howard,Cosmetic,4-Feb-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Marie Rivera,Cosmetic,5-Feb-16,6, ₹ 12.42 , ₹ 74.52 
,Gowtham,Chennai,Randy Willis,Cosmetic,5-Feb-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Teresa Thomas,Gadgets,5-Feb-16,3, ₹ 53.35 , ₹ 160.05 
,Yuvan,Delhi,Justin Dixon,Electronics,5-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Gowtham,Delhi,Jean Torres,Electronics,5-Feb-16,8, ₹ 17.83 , ₹ 142.64 
,Kishore,Banglore,Gloria Morris,Cosmetic,5-Feb-16,2, ₹ 12.42 , ₹ 24.84 
,Abi,Mumbai,Henry Cox,Essential,5-Feb-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Kolkata,Shirley Murray,Electronics,5-Feb-16,9, ₹ 17.83 , ₹ 160.47 
,Kishore,Banglore,Earl White,Cosmetic,5-Feb-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Ernest Bishop,Cosmetic,5-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Yuvan,Chennai,Rachel Larson,Electronics,5-Feb-16,7, ₹ 17.83 , ₹ 124.81 
,Kishore,Gurgon,Brian Roberts,Cosmetic,5-Feb-16,7, ₹ 12.42 , ₹ 86.94 
,Gowtham,Kolkata,Lillian Wood,Cosmetic,5-Feb-16,4, ₹ 12.42 , ₹ 49.68 
,Gowtham,Mumbai,Janice Ford,Gadgets,5-Feb-16,5, ₹ 53.35 , ₹ 266.75 
,Yuvan,Kolkata,Jessica Lewis,Gadgets,5-Feb-16,2, ₹ 53.35 , ₹ 106.70 
,Gowtham,Delhi,Walter Kennedy,Electronics,5-Feb-16,7, ₹ 17.83 , ₹ 124.81 
,Hari,Gurgon,Rose Matthews,Gadgets,5-Feb-16,5, ₹ 53.35 , ₹ 266.75 
,Hari,Banglore,Beverly Garcia,Essential,5-Feb-16,3, ₹ 16.32 , ₹ 48.96 
,Kishore,Gurgon,Phillip Harrison,Cosmetic,5-Feb-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Phyllis Johnston,Essential,6-Feb-16,9, ₹ 16.32 , ₹ 146.88 
,Abi,Chennai,Debra Barnes,Gadgets,6-Feb-16,6, ₹ 53.35 , ₹ 320.10 
,Yuvan,Kolkata,Jimmy Bailey,Essential,6-Feb-16,7, ₹ 16.32 , ₹ 114.24 
,Kishore,Banglore,Mildred Hernandez,Essential,6-Feb-16,1, ₹ 16.32 , ₹ 16.32 
,Hari,Banglore,Rachel Dunn,Cosmetic,6-Feb-16,1, ₹ 12.42 , ₹ 12.42 
,Kishore,Banglore,Willie Oliver,Essential,6-Feb-16,4, ₹ 16.32 , ₹ 65.28 
,Hari,Banglore,Maria Romero,Cosmetic,6-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Yuvan,Delhi,William Payne,Cosmetic,6-Feb-16,6, ₹ 12.42 , ₹ 74.52 
,Yuvan,Kolkata,Jason Black,Essential,6-Feb-16,5, ₹ 16.32 , ₹ 81.60 
,Gowtham,Delhi,Carl Howard,Electronics,6-Feb-16,5, ₹ 17.83 , ₹ 89.15 
,Kishore,Gurgon,Henry Stanley,Gadgets,6-Feb-16,8, ₹ 53.35 , ₹ 426.80 
,Hari,Gurgon,Gloria Oliver,Electronics,6-Feb-16,2, ₹ 17.83 , ₹ 35.66 
,Hari,Gurgon,Marilyn Graham,Essential,7-Feb-16,8, ₹ 16.32 , ₹ 130.56 
,Yuvan,Kolkata,Judith Woods,Electronics,7-Feb-16,5, ₹ 17.83 , ₹ 89.15 
,Yuvan,Mumbai,Alan Dean,Cosmetic,7-Feb-16,3, ₹ 12.42 , ₹ 37.26 
,Yuvan,Chennai,Albert Dunn,Cosmetic,7-Feb-16,2, ₹ 12.42 , ₹ 24.84 
,Yuvan,Chennai,Arthur Simmons,Gadgets,7-Feb-16,9, ₹ 53.35 , ₹ 480.15 
,Gowtham,Delhi,Jean Fowler,Cosmetic,7-Feb-16,8, ₹ 12.42 , ₹ 99.36 
,Yuvan,Mumbai,Carolyn Rivera,Electronics,7-Feb-16,6, ₹ 17.83 , ₹ 106.98 
,Yuvan,Delhi,Wanda Cole,Essential,7-Feb-16,2, ₹ 16.32 , ₹ 32.64 
,Gowtham,Delhi,Dennis Reed,Cosmetic,7-Feb-16,10, ₹ 12.42 , ₹ 124.20 
,Kishore,Banglore,Diane Lewis,Cosmetic,7-Feb-16,3, ₹ 12.42 , ₹ 37.26 
,Kishore,Banglore,Karen Willis,Cosmetic,7-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Abi,Chennai,Russell Day,Essential,7-Feb-16,6, ₹ 16.32 , ₹ 97.92 
,Yuvan,Delhi,Susan Watkins,Gadgets,7-Feb-16,7, ₹ 53.35 , ₹ 373.45 
,Kishore,Banglore,Craig Reyes,Cosmetic,7-Feb-16,9, ₹ 12.42 , ₹ 111.78 
,Kishore,Gurgon,Teresa Fisher,Gadgets,8-Feb-16,5, ₹ 53.35 , ₹ 266.75 
,Hari,Banglore,Pamela Alexander,Gadgets,8-Feb-16,9, ₹ 53.35 , ₹ 480.15 
,Yuvan,Delhi,Dennis Reed,Gadgets,8-Feb-16,3, ₹ 53.35 , ₹ 160.05 
,Abi,Kolkata,Raymond Collins,Cosmetic,8-Feb-16,5, ₹ 12.42 , ₹ 62.10 
,Hari,Banglore,Harry Hanson,Cosmetic,8-Feb-16,3, ₹ 12.42 , ₹ 37.26 
,Abi,Delhi,Roger Andrews,Electronics,8-Feb-16,4, ₹ 17.83 , ₹ 71.32 
,Kishore,Gurgon,Sharon Wagner,Cosmetic,8-Feb-16,7, ₹ 12.42 , ₹ 86.94 
,Yuvan,Kolkata,Marie Rivera,Electronics,8-Feb-16,6, ₹ 17.83 , ₹ 106.98 
